,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
HOPX:P2,920,targeting,6.5992431640625,0.002,5.92724609375,0.002,7.1705322265625,0.002,6.70361328125,0.003,7.3006591796875,0.003,6.8831787109375,0.0,5.057373046875,0.007,4.6103515625,0.018,6.443603515625,0.0,7.3682861328125,0.0,6.2462158203125,0.003,6.342529296875,0.003,5.5106201171875,0.007,6.56982421875,0.002,7.9931640625,0.001,6.2459716796875,0.002,4.5989990234375,0.011,6.641357421875,0.0,4.9285888671875,0.012,4.9866943359375,0.01,6.206402587890625,0.004399999999999999,2.3555614105321614,0.7928399433442747
ZNF771:P1P2,538,targeting,5.54931640625,0.037,5.1019287109375,0.052,5.0185546875,0.053,5.7777099609375,0.028,5.58203125,0.043,5.4912109375,0.027,4.2808837890625,0.106,5.0802001953125,0.063,5.4598388671875,0.028,5.49609375,0.032,5.7388916015625,0.033,5.5889892578125,0.021,4.09326171875,0.102,4.7408447265625,0.066,6.6744384765625,0.011,4.7911376953125,0.059,3.68115234375,0.142,4.4595947265625,0.068,4.537841796875,0.094,3.4404296875,0.184,5.029217529296875,0.062450000000000006,1.2043980201058202,0.7015004206139986
ZNF136:P1P2,525,targeting,4.496337890625,0.097,3.6297607421875,0.188,5.068359375,0.061,5.5675048828125,0.039,5.4832763671875,0.025,5.322998046875,0.049,4.8477783203125,0.058,3.9627685546875,0.143,4.6168212890625,0.098,4.728759765625,0.091,3.976806640625,0.161,4.5267333984375,0.086,4.12841796875,0.106,5.3123779296875,0.04,4.6231689453125,0.083,5.208984375,0.047,3.739990234375,0.14,4.8638916015625,0.061,3.97705078125,0.14,3.849609375,0.16,4.59656982421875,0.09365,1.028445846553939,0.6624338616555078
ARNT:P1P2,777,targeting,38.95458984375,0.0,39.4544677734375,0.0,41.358642578125,0.0,42.3956298828125,0.0,44.039794921875,0.0,41.5498046875,0.0,42.1217041015625,0.0,39.83203125,0.0,40.3746337890625,0.0,40.163330078125,0.0,40.181884765625,0.0,40.6116943359375,0.0,40.574951171875,0.0,43.3809814453125,0.0,42.1949462890625,0.0,42.6884765625,0.0,38.05517578125,0.0,43.1641845703125,0.0,40.3057861328125,0.0,39.7230224609375,0.0,41.05628662109375,0.0,5.0,1.613379666590901
ZNF891:P1P2,936,targeting,4.5968017578125,0.01,4.055908203125,0.02,3.8128662109375,0.032,4.831298828125,0.007,4.4029541015625,0.012,4.1461181640625,0.017,2.701904296875,0.098,3.924560546875,0.019,4.146728515625,0.018,4.1995849609375,0.014,4.23388671875,0.015,3.697509765625,0.022,2.8365478515625,0.083,3.553466796875,0.039,5.4736328125,0.001,3.4046630859375,0.042,2.6329345703125,0.121,3.58056640625,0.03,3.7855224609375,0.042,2.4888916015625,0.158,3.8253173828125,0.04000000000000001,1.3978314486210026,0.5826674739695936
FOSL2:P1P2,395,targeting,6.7952880859375,0.038,8.138427734375,0.025,6.9989013671875,0.03,6.918701171875,0.045,7.5582275390625,0.027,6.1690673828125,0.059,5.05908203125,0.123,6.74755859375,0.054,6.7802734375,0.056,7.6937255859375,0.023,7.2366943359375,0.032,7.39990234375,0.024,5.0938720703125,0.104,5.0419921875,0.126,10.416015625,0.003,5.2425537109375,0.122,4.4317626953125,0.18,7.2470703125,0.031,6.3031005859375,0.073,5.4708251953125,0.089,6.637152099609375,0.06319999999999999,1.1992142096722376,0.821981770220642
ZNF23:P2,422,targeting,5.226318359375,0.105,4.9619140625,0.125,5.905029296875,0.061,5.8529052734375,0.055,6.3232421875,0.035,5.64794921875,0.071,4.2999267578125,0.165,4.9041748046875,0.124,5.5374755859375,0.074,6.37109375,0.043,4.4862060546875,0.203,5.9359130859375,0.06,4.00830078125,0.209,5.082763671875,0.101,7.5584716796875,0.031,5.229248046875,0.083,3.31982421875,0.361,6.3792724609375,0.035,4.274658203125,0.24,4.3023681640625,0.172,5.280352783203125,0.11765,0.9293711559485723,0.7226629389505226
MAFA:P1P2,273,targeting,15.180419921875,0.006,14.5181884765625,0.004,16.392822265625,0.005,16.6248779296875,0.001,16.547119140625,0.0,14.796142578125,0.004,13.4989013671875,0.01,13.6275634765625,0.006,15.3092041015625,0.004,16.0517578125,0.004,14.37255859375,0.012,15.6475830078125,0.002,12.05517578125,0.013,14.1041259765625,0.007,18.5904541015625,0.001,14.235107421875,0.006,10.982177734375,0.033,15.2774658203125,0.004,13.072021484375,0.009,11.810302734375,0.015,14.634698486328125,0.007300000000000001,2.1360826230421397,1.1653837792417738
DPF1:P2,1054,targeting,2.36376953125,0.173,2.3228759765625,0.163,2.6221923828125,0.105,2.5809326171875,0.106,3.029541015625,0.068,2.712646484375,0.089,1.7977294921875,0.321,2.017578125,0.271,2.486083984375,0.133,3.27099609375,0.039,2.23486328125,0.198,2.1868896484375,0.188,1.814697265625,0.345,2.4029541015625,0.123,3.6331787109375,0.024,2.379150390625,0.133,1.743408203125,0.362,2.7144775390625,0.078,1.868408203125,0.352,1.71435546875,0.4,2.39483642578125,0.18355,0.7362219509773783,0.37927585520084234
TCF24:P1P2,638,targeting,2.439697265625,0.398,1.8372802734375,0.704,3.384765625,0.18,2.8392333984375,0.252,3.167724609375,0.199,3.0068359375,0.215,3.1485595703125,0.166,1.76025390625,0.736,2.3148193359375,0.423,2.48291015625,0.388,2.588623046875,0.348,2.3660888671875,0.383,2.954345703125,0.212,3.8377685546875,0.082,2.3656005859375,0.445,3.70849609375,0.093,2.8055419921875,0.264,2.8831787109375,0.293,1.8515625,0.68,2.368408203125,0.41,2.705584716796875,0.34354999999999997,0.46399740593077654,0.43226113703459146
LIN54:P1,530,targeting,2.7940673828125,0.39,2.404052734375,0.528,3.7213134765625,0.167,2.77783203125,0.378,3.0916748046875,0.289,3.1636962890625,0.272,3.015625,0.29,2.626220703125,0.454,3.3671875,0.26,4.323486328125,0.107,2.2779541015625,0.594,3.19287109375,0.249,2.9188232421875,0.347,3.752685546875,0.157,3.66015625,0.181,3.9674072265625,0.114,2.9378662109375,0.327,3.66650390625,0.158,2.2618408203125,0.616,3.4312744140625,0.193,3.167626953125,0.30355000000000004,0.5177554558456041,0.5007340296917926
NR0B1:P1P2,1204,targeting,1.6524658203125,0.352,1.827392578125,0.258,1.9056396484375,0.218,1.873046875,0.224,2.4866943359375,0.079,1.5042724609375,0.363,1.259033203125,0.566,1.515869140625,0.421,1.390869140625,0.457,1.8197021484375,0.233,1.8045654296875,0.254,1.65478515625,0.297,1.3299560546875,0.473,1.27197265625,0.545,3.0517578125,0.044,1.6182861328125,0.313,0.9061279296875,0.84,1.739013671875,0.253,1.4544677734375,0.492,0.9442138671875,0.806,1.650506591796875,0.37439999999999996,0.4266525603430634,0.21761726315605587
MYRF:P2,599,targeting,23.77490234375,0.0,26.0047607421875,0.0,25.49560546875,0.0,24.770263671875,0.0,26.609619140625,0.0,23.775634765625,0.0,21.9874267578125,0.0,24.6043701171875,0.0,25.4735107421875,0.0,26.734130859375,0.0,24.09765625,0.0,26.5279541015625,0.0,20.9190673828125,0.0,21.8931884765625,0.0,33.0758056640625,0.0,22.1689453125,0.0,19.646484375,0.0,26.0970458984375,0.0,23.234130859375,0.0,21.742431640625,0.0,24.431646728515624,0.0,5.0,1.3879527400395604
ZNF521:P1P2,397,targeting,6.398193359375,0.049,6.9486083984375,0.038,7.534423828125,0.031,6.8109130859375,0.035,7.71875,0.03,6.390380859375,0.048,5.3773193359375,0.109,5.9661865234375,0.075,6.7047119140625,0.042,7.626953125,0.028,5.875244140625,0.08,7.0330810546875,0.024,5.07763671875,0.142,6.4041748046875,0.05,10.53955078125,0.005,6.26953125,0.068,3.9423828125,0.284,8.2354736328125,0.023,6.2294921875,0.066,5.19677734375,0.103,6.6139892578125,0.0665,1.1771130521658495,0.8204634852138281
DMRT3:P1P2,1561,targeting,1.0838623046875,0.619,1.49609375,0.356,1.220947265625,0.519,1.536865234375,0.272,1.861083984375,0.145,1.3253173828125,0.4,1.587646484375,0.247,2.0584716796875,0.116,1.232177734375,0.493,1.6639404296875,0.211,1.3846435546875,0.397,1.875,0.144,1.2740478515625,0.468,0.85546875,0.826,2.43017578125,0.079,1.210693359375,0.495,1.5465087890625,0.271,1.9593505859375,0.135,1.4129638671875,0.372,1.7740478515625,0.171,1.53946533203125,0.33679999999999993,0.4726150226345418,0.18736991326061764
DDB1:P2,732,targeting,1.8731689453125,0.568,1.6982421875,0.646,2.4176025390625,0.325,1.900634765625,0.508,1.8658447265625,0.531,1.9298095703125,0.503,1.677978515625,0.641,1.765625,0.627,1.96484375,0.483,2.1468505859375,0.396,1.3409423828125,0.831,1.700439453125,0.585,2.1971435546875,0.386,2.8955078125,0.178,2.296875,0.363,2.9525146484375,0.158,2.1883544921875,0.381,3.130615234375,0.14,2.1864013671875,0.415,2.7596435546875,0.197,2.144451904296875,0.44309999999999994,0.3534884488042866,0.33131631034067693
L3MBTL1:P2,565,targeting,7.2569580078125,0.005,7.112060546875,0.004,9.2886962890625,0.006,8.022216796875,0.006,8.8424072265625,0.004,7.9503173828125,0.002,6.72021484375,0.012,6.19580078125,0.023,8.00732421875,0.005,8.6766357421875,0.002,6.9427490234375,0.009,7.965087890625,0.003,6.4315185546875,0.011,7.711669921875,0.005,10.2938232421875,0.001,7.7259521484375,0.005,5.4254150390625,0.025,8.481689453125,0.004,5.7486572265625,0.02,6.1923828125,0.012,7.549578857421875,0.0082,2.0856568428805593,0.8779227258014948
SETDB1:P1P2,93,targeting,102.37451171875,0.0,103.3614501953125,0.0,107.663330078125,0.0,106.2030029296875,0.0,105.296630859375,0.0,104.998779296875,0.0,111.0235595703125,0.0,104.6678466796875,0.0,104.1112060546875,0.0,100.234619140625,0.0,104.099365234375,0.0,108.8321533203125,0.0,109.896728515625,0.0,107.1522216796875,0.0,107.0743408203125,0.0,106.492919921875,0.0,106.695556640625,0.0,105.8067626953125,0.0,104.24072265625,0.0,106.987060546875,0.0,105.86063842773437,0.0,5.0,2.024734508820241
SMYD2:P1P2,494,targeting,4.3828125,0.113,3.8712158203125,0.2,3.920654296875,0.174,3.8919677734375,0.176,4.548583984375,0.092,3.466552734375,0.243,2.3944091796875,0.524,3.3126220703125,0.29,3.9068603515625,0.16,4.166015625,0.116,3.976318359375,0.171,3.0750732421875,0.312,2.591796875,0.475,3.5933837890625,0.201,4.5819091796875,0.108,3.8310546875,0.177,2.33740234375,0.544,3.5972900390625,0.196,3.379638671875,0.278,2.372802734375,0.552,3.559918212890625,0.2551,0.5932725172439973,0.5514400204171697
OLIG3:P1P2,367,targeting,2.9207763671875,0.674,2.66357421875,0.766,2.9757080078125,0.654,3.353271484375,0.494,3.6302490234375,0.436,3.2518310546875,0.524,2.804443359375,0.665,3.220703125,0.565,2.782470703125,0.699,3.1458740234375,0.561,3.4290771484375,0.512,3.015869140625,0.568,2.8406982421875,0.642,2.747314453125,0.705,3.589111328125,0.461,2.6329345703125,0.71,2.8560791015625,0.631,2.473388671875,0.768,2.5809326171875,0.767,2.3265380859375,0.818,2.962042236328125,0.631,0.1999637581720207,0.471591246917621
ZNF345:P1P2,721,targeting,3.8345947265625,0.075,3.911376953125,0.07,2.06005859375,0.509,2.6214599609375,0.262,2.70068359375,0.222,2.88427734375,0.188,2.2052001953125,0.38,4.1239013671875,0.058,3.2352294921875,0.137,3.73291015625,0.078,3.983642578125,0.056,2.8773193359375,0.185,2.785400390625,0.189,2.6671142578125,0.25,4.417724609375,0.037,2.203857421875,0.402,3.007568359375,0.151,2.1412353515625,0.428,3.9659423828125,0.051,2.99072265625,0.167,3.117510986328125,0.19475,0.7105002341261433,0.4938079926375967
PSMC3:P1P2,128,targeting,24.091552734375,0.015,22.2342529296875,0.02,22.837646484375,0.016,26.8258056640625,0.007,23.13427734375,0.014,25.0625,0.01,26.8607177734375,0.009,25.2193603515625,0.01,23.2486572265625,0.019,21.547607421875,0.015,25.558837890625,0.013,25.8394775390625,0.002,26.237548828125,0.013,24.7618408203125,0.01,22.0474853515625,0.022,22.26904296875,0.013,26.95703125,0.008,21.609619140625,0.019,24.71923828125,0.019,26.1728515625,0.011,24.361767578125,0.013250000000000003,1.8774564759312455,1.3867087955198192
OTP:P1P2,695,targeting,1.2420654296875,0.919,1.31396484375,0.885,2.4346923828125,0.371,1.77001953125,0.629,2.2008056640625,0.43,2.4998779296875,0.304,2.568603515625,0.258,1.12109375,0.958,1.6275634765625,0.75,2.2335205078125,0.419,1.1693115234375,0.936,2.060546875,0.479,2.6578369140625,0.255,2.681884765625,0.251,1.8466796875,0.648,3.0509033203125,0.162,2.3345947265625,0.338,2.840087890625,0.219,1.0618896484375,0.959,2.5360107421875,0.288,2.06259765625,0.5228999999999999,0.281573052751924,0.3144145199208564
TP53BP1:P1,646,targeting,3.4869384765625,0.139,2.6492919921875,0.319,2.10888671875,0.53,3.0233154296875,0.191,2.123046875,0.462,3.022705078125,0.2,2.864990234375,0.212,3.2156982421875,0.159,3.0123291015625,0.196,2.6744384765625,0.347,4.1483154296875,0.08,2.21240234375,0.445,3.74755859375,0.085,3.9112548828125,0.076,2.3126220703125,0.47,3.14453125,0.174,3.7039794921875,0.087,1.7135009765625,0.712,3.6055908203125,0.14,3.294189453125,0.145,2.998779296875,0.25844999999999996,0.5876066600108883,0.47694450388009635
TCF19:P2,429,targeting,5.84716796875,0.063,4.4285888671875,0.205,4.1337890625,0.254,6.1231689453125,0.053,4.704833984375,0.14,5.71240234375,0.067,5.6436767578125,0.066,5.7076416015625,0.068,4.9918212890625,0.118,4.615966796875,0.18,6.68408203125,0.05,4.8656005859375,0.127,6.2978515625,0.045,5.9107666015625,0.053,3.6358642578125,0.363,4.7998046875,0.127,6.74609375,0.03,3.3177490234375,0.388,5.262451171875,0.108,5.4188232421875,0.079,5.2424072265625,0.1292,0.8887038735177374,0.7195307536154968
TP63:P1P2,304,targeting,12.6649169921875,0.004,14.032470703125,0.0,13.0555419921875,0.002,12.9453125,0.001,14.4066162109375,0.001,12.2110595703125,0.008,10.2685546875,0.014,12.0283203125,0.007,13.034912109375,0.004,13.4686279296875,0.006,12.5411376953125,0.006,13.423095703125,0.003,9.6558837890625,0.02,11.00341796875,0.007,17.72607421875,0.0,11.3157958984375,0.006,8.45654296875,0.045,13.73193359375,0.004,12.0616455078125,0.007,10.0201416015625,0.013,12.40260009765625,0.0079,2.1018235165023236,1.0935127407825498
ZBTB32:P1P2,289,targeting,5.2728271484375,0.297,4.9609375,0.365,7.4073486328125,0.089,5.6923828125,0.213,7.0792236328125,0.099,6.7445068359375,0.142,5.870361328125,0.204,5.14404296875,0.3,6.5634765625,0.128,7.6412353515625,0.082,4.8184814453125,0.378,6.5751953125,0.118,5.4510498046875,0.256,6.853515625,0.117,7.865234375,0.076,7.1212158203125,0.103,5.0382080078125,0.326,7.684814453125,0.076,4.3919677734375,0.494,5.8370361328125,0.2,6.200653076171875,0.20315,0.69216179584344,0.7924374334403234
ZSCAN31:P2,732,targeting,6.1749267578125,0.007,6.25927734375,0.011,7.6163330078125,0.001,6.564208984375,0.006,7.1798095703125,0.003,6.0860595703125,0.007,4.6826171875,0.022,5.09326171875,0.019,6.591064453125,0.004,6.9691162109375,0.005,5.6793212890625,0.005,6.178466796875,0.001,4.2879638671875,0.04,5.916015625,0.009,8.799072265625,0.001,6.4835205078125,0.004,3.6617431640625,0.067,7.2978515625,0.002,5.3072509765625,0.015,4.2442626953125,0.031,6.053607177734375,0.013000000000000001,1.8857227034384136,0.7820142359007992
ZNF883:P1P2,746,targeting,2.388916015625,0.35,1.7969970703125,0.629,1.609130859375,0.733,2.6236572265625,0.247,2.39208984375,0.319,2.71728515625,0.208,2.68212890625,0.238,2.6224365234375,0.262,2.1944580078125,0.416,2.370849609375,0.327,2.755859375,0.218,2.5782470703125,0.252,2.556396484375,0.26,2.3729248046875,0.325,1.7520751953125,0.673,2.0289306640625,0.467,3.1759033203125,0.141,1.5562744140625,0.742,1.701171875,0.683,2.5330810546875,0.279,2.320440673828125,0.38844999999999996,0.41065369416972747,0.36557046939006743
RBAK:P1,1203,targeting,2.8900146484375,0.053,2.8809814453125,0.053,3.218994140625,0.025,3.2967529296875,0.035,3.900634765625,0.013,2.893798828125,0.049,2.4127197265625,0.093,2.9300537109375,0.052,2.900634765625,0.053,3.324951171875,0.032,2.5654296875,0.073,3.1553955078125,0.027,2.213623046875,0.13,3.1907958984375,0.023,4.6651611328125,0.002,2.9482421875,0.037,1.5604248046875,0.381,3.5172119140625,0.017,2.3592529296875,0.118,2.0552978515625,0.151,2.9440185546875,0.07085,1.1495988520028417,0.46894054281661657
NOTO:P1P2,896,targeting,9.1639404296875,0.0,8.857421875,0.0,10.2933349609375,0.0,9.5322265625,0.0,10.07568359375,0.0,9.3033447265625,0.0,7.336669921875,0.0,7.2747802734375,0.001,9.485595703125,0.0,10.1798095703125,0.0,8.3692626953125,0.0,9.348876953125,0.0,7.1492919921875,0.003,9.274169921875,0.0,11.630615234375,0.0,9.141357421875,0.0,6.1729736328125,0.003,9.88623046875,0.0,7.2806396484375,0.0,7.2015380859375,0.0,8.84788818359375,0.00035,3.4436974992327127,0.946839625538938
VAX1:P1P2,625,targeting,4.6060791015625,0.059,4.990478515625,0.036,6.0274658203125,0.024,5.8515625,0.014,6.645263671875,0.01,5.8741455078125,0.017,5.306884765625,0.03,5.453857421875,0.015,6.0322265625,0.01,6.9405517578125,0.007,4.3924560546875,0.055,6.52099609375,0.007,4.0997314453125,0.068,5.10302734375,0.032,7.6807861328125,0.005,5.4659423828125,0.022,4.5347900390625,0.052,6.631591796875,0.008,3.7440185546875,0.146,4.8482666015625,0.031,5.537506103515625,0.0324,1.48932096896779,0.7433142179167594
ZNF331:P2,993,targeting,9.3992919921875,0.0,9.1318359375,0.0,10.988037109375,0.0,9.960205078125,0.0,11.6514892578125,0.0,9.4713134765625,0.0,8.39697265625,0.0,7.197998046875,0.002,9.5107421875,0.0,10.3284912109375,0.0,8.7559814453125,0.0,9.9482421875,0.0,7.5850830078125,0.0,8.89404296875,0.0,12.242431640625,0.0,9.1693115234375,0.0,7.0264892578125,0.001,10.64306640625,0.0,7.5418701171875,0.001,7.1495361328125,0.0,9.24962158203125,0.0002,3.677780705266081,0.9661239653663352
ZNF768:P1,664,targeting,5.3228759765625,0.025,5.3074951171875,0.024,5.041259765625,0.024,5.6436767578125,0.01,5.75634765625,0.013,5.01611328125,0.02,4.2362060546875,0.058,4.9847412109375,0.028,5.1671142578125,0.017,5.33154296875,0.012,5.2626953125,0.015,5.7694091796875,0.012,4.179931640625,0.058,4.2593994140625,0.042,7.2943115234375,0.004,3.77392578125,0.079,3.4072265625,0.102,4.7359619140625,0.031,4.809814453125,0.018,4.0665283203125,0.052,4.968328857421875,0.032200000000000006,1.4920092751803085,0.6962103343981606
EGR4:P1P2,753,targeting,1.8253173828125,0.526,2.058837890625,0.416,1.1759033203125,0.913,1.579345703125,0.649,1.2073974609375,0.852,1.577880859375,0.648,1.32080078125,0.804,1.99755859375,0.451,1.118408203125,0.902,1.2933349609375,0.837,2.4149169921875,0.292,1.01708984375,0.929,2.0499267578125,0.391,1.428466796875,0.718,2.21875,0.37,1.2318115234375,0.847,2.1292724609375,0.338,1.199951171875,0.849,2.6805419921875,0.178,1.8094482421875,0.504,1.666748046875,0.6206999999999999,0.20711125782092632,0.22186995488390304
ZFYVE26:P1P2,320,targeting,7.2681884765625,0.085,8.4443359375,0.037,8.6527099609375,0.029,6.812255859375,0.083,8.5872802734375,0.027,7.4588623046875,0.052,6.2412109375,0.098,6.822265625,0.106,8.303466796875,0.051,9.3992919921875,0.022,6.654296875,0.103,8.2412109375,0.04,6.0509033203125,0.141,7.106201171875,0.082,10.922607421875,0.015,7.4598388671875,0.05,6.3931884765625,0.111,9.278076171875,0.025,6.0814208984375,0.151,7.3553466796875,0.071,7.67664794921875,0.06895,1.1614027471833437,0.8851716243351997
TGIF2:P1P2,378,targeting,11.6883544921875,0.005,11.0904541015625,0.004,9.1397705078125,0.01,10.159912109375,0.005,10.8897705078125,0.005,9.2357177734375,0.009,10.330810546875,0.005,11.611572265625,0.004,10.43408203125,0.01,9.4832763671875,0.008,12.0340576171875,0.001,10.72021484375,0.009,10.6807861328125,0.005,10.672607421875,0.001,11.45068359375,0.005,9.6778564453125,0.012,9.7655029296875,0.013,9.451416015625,0.012,12.4041748046875,0.002,10.1719970703125,0.003,10.55465087890625,0.0064,2.1931419704811828,1.0234438725207828
GFI1:P1,768,targeting,2.326904296875,0.3,2.6412353515625,0.221,1.867431640625,0.496,1.9539794921875,0.428,2.72412109375,0.152,1.44775390625,0.687,1.6475830078125,0.592,2.456787109375,0.255,2.0450439453125,0.382,2.468994140625,0.223,2.54345703125,0.229,2.2017822265625,0.32,1.714111328125,0.565,1.6439208984375,0.587,3.6531982421875,0.055,1.945068359375,0.42,1.683349609375,0.587,2.4486083984375,0.227,2.45263671875,0.265,2.181640625,0.32,2.20238037109375,0.36554999999999993,0.4370413313453769,0.34289232771525086
ELMSAN1:P2,359,targeting,21.41748046875,0.0,21.1583251953125,0.0,24.43310546875,0.0,24.2586669921875,0.0,24.37744140625,0.0,22.942138671875,0.0,21.4661865234375,0.0,19.9273681640625,0.001,22.5660400390625,0.0,23.33935546875,0.0,20.296630859375,0.0,23.7274169921875,0.0,19.44189453125,0.0,22.0496826171875,0.0,25.5487060546875,0.0,21.998779296875,0.0,18.0849609375,0.0,23.7840576171875,0.001,18.761474609375,0.0,19.36865234375,0.0,21.947418212890625,0.0001,3.958607314841775,1.3413834393006003
ZNF688:P1P2,599,targeting,12.016357421875,0.0,11.7459716796875,0.001,13.944091796875,0.0,13.3292236328125,0.0,13.96484375,0.0,12.516845703125,0.0,10.4532470703125,0.0,10.2947998046875,0.0,12.640869140625,0.0,13.105224609375,0.0,11.14892578125,0.0,12.3670654296875,0.0,9.996337890625,0.0,12.3507080078125,0.0,15.1077880859375,0.0,12.766357421875,0.0,8.790283203125,0.001,13.5782470703125,0.0,10.23486328125,0.0,9.6611328125,0.001,12.0006591796875,0.00015000000000000001,3.7958800173440754,1.0792051019008155
NOBOX:ENST00000483238.1,384,targeting,6.2928466796875,0.072,6.99462890625,0.043,5.9688720703125,0.083,6.571533203125,0.046,6.9488525390625,0.039,6.0457763671875,0.079,5.610595703125,0.098,7.55615234375,0.035,7.186279296875,0.026,7.8341064453125,0.027,6.3377685546875,0.062,7.814453125,0.024,5.0777587890625,0.131,5.310791015625,0.127,10.554931640625,0.005,4.9798583984375,0.159,5.2496337890625,0.111,7.19384765625,0.027,6.3892822265625,0.075,6.4832763671875,0.056,6.620062255859375,0.06625,1.1787485684540588,0.8208620736162953
NFIX:P1,321,targeting,1.7386474609375,0.977,2.481689453125,0.874,2.1676025390625,0.937,1.715087890625,0.964,1.9473876953125,0.946,1.7701416015625,0.97,1.238037109375,0.998,2.0068359375,0.957,1.92529296875,0.963,2.5130615234375,0.819,2.1990966796875,0.915,1.6025390625,0.984,1.5797119140625,0.988,1.600341796875,0.989,3.486328125,0.601,1.6312255859375,0.991,2.1202392578125,0.931,2.669189453125,0.793,2.0272216796875,0.952,2.5296630859375,0.859,2.047467041015625,0.9204000000000001,0.036018671488371914,0.31121691945797436
ZNF835:P1P2,924,targeting,3.3817138671875,0.062,2.467529296875,0.204,2.2752685546875,0.27,3.815185546875,0.04,2.5443115234375,0.145,3.6478271484375,0.032,3.021240234375,0.077,3.177734375,0.082,2.587158203125,0.153,2.76416015625,0.124,3.8621826171875,0.045,2.80419921875,0.102,3.5931396484375,0.046,3.231689453125,0.056,2.294921875,0.26,2.3797607421875,0.187,3.8680419921875,0.023,1.752685546875,0.452,3.0169677734375,0.098,2.9495849609375,0.08,2.97176513671875,0.1269,0.8965041558902345,0.4730144834675599
ZNF793:P1P2,649,targeting,3.196044921875,0.205,3.2989501953125,0.181,2.549560546875,0.352,3.9134521484375,0.107,3.15087890625,0.18,3.92822265625,0.072,4.04443359375,0.068,4.3900146484375,0.055,3.3182373046875,0.17,3.18115234375,0.182,4.1474609375,0.081,4.2926025390625,0.063,3.67529296875,0.136,3.2308349609375,0.184,4.1644287109375,0.064,2.424072265625,0.386,3.866943359375,0.083,2.8116455078125,0.275,3.362060546875,0.156,3.8974609375,0.091,3.5421875,0.15455000000000002,0.8109028909285818,0.5492715461426302
ASCL5:P1P2,770,targeting,2.95263671875,0.155,2.440673828125,0.283,2.158447265625,0.377,2.2813720703125,0.292,2.623046875,0.19,2.1953125,0.305,1.8646240234375,0.498,1.8778076171875,0.507,2.06982421875,0.405,2.264404296875,0.325,2.827392578125,0.174,1.57275390625,0.661,2.0341796875,0.39,2.7152099609375,0.187,2.2127685546875,0.361,2.1884765625,0.352,2.0174560546875,0.392,1.6268310546875,0.598,2.149658203125,0.406,1.376953125,0.781,2.172491455078125,0.38194999999999996,0.4179821153313721,0.33695807694131774
ZNF14:P1P2,685,targeting,5.1895751953125,0.018,5.8148193359375,0.014,5.0084228515625,0.027,5.3505859375,0.024,6.7252197265625,0.007,4.3397216796875,0.036,4.241455078125,0.033,5.461669921875,0.01,4.911376953125,0.014,5.4183349609375,0.017,5.3697509765625,0.018,5.646240234375,0.017,3.7481689453125,0.079,4.088623046875,0.047,8.48095703125,0.001,4.1861572265625,0.042,3.0626220703125,0.128,5.206298828125,0.021,5.3543701171875,0.015,3.5318603515625,0.09,5.0568115234375,0.0329,1.4826721177056263,0.7038767669889865
TRIM29:P1,296,targeting,4.6591796875,0.378,4.3572998046875,0.463,4.27001953125,0.484,4.9703369140625,0.319,3.7509765625,0.536,5.246337890625,0.245,4.1580810546875,0.434,3.8155517578125,0.606,4.3109130859375,0.449,4.670654296875,0.377,4.5552978515625,0.412,4.4844970703125,0.373,4.461181640625,0.395,5.00341796875,0.262,5.3677978515625,0.286,3.932861328125,0.494,4.072021484375,0.465,4.1407470703125,0.454,4.54833984375,0.401,4.03173828125,0.473,4.440362548828125,0.41529999999999995,0.3816276116482894,0.6474184310442151
MEF2D:P1P2,816,targeting,20.8912353515625,0.0,19.849609375,0.0,19.52783203125,0.0,21.088623046875,0.0,17.4385986328125,0.0,22.3590087890625,0.0,23.684326171875,0.0,22.7213134765625,0.0,20.3740234375,0.0,19.4166259765625,0.0,21.9754638671875,0.0,20.903564453125,0.0,24.8526611328125,0.0,23.1826171875,0.0,17.674560546875,0.0,21.0325927734375,0.0,25.2972412109375,0.0,19.337158203125,0.0,22.7947998046875,0.0,25.6365966796875,0.0,21.501922607421875,0.0,5.0,1.3324772943557472
ZNF439:P1P2,768,targeting,9.11376953125,0.0,10.3179931640625,0.0,8.8857421875,0.001,9.1212158203125,0.0,9.97607421875,0.0,8.117919921875,0.0,6.9722900390625,0.001,9.4512939453125,0.0,9.3067626953125,0.0,10.14599609375,0.0,8.947265625,0.0,9.9410400390625,0.0,6.748046875,0.002,6.7843017578125,0.001,13.9630126953125,0.0,6.710693359375,0.0,6.623046875,0.004,9.6197509765625,0.0,8.804931640625,0.0,7.858154296875,0.0,8.870465087890626,0.00045000000000000004,3.337242168318426,0.9479463909488921
