,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
BCL3:P1P2,1012,targeting,3.298583984375,0.05,2.6234130859375,0.122,2.225830078125,0.195,2.6099853515625,0.104,2.262451171875,0.148,2.77490234375,0.073,1.5333251953125,0.475,2.1649169921875,0.215,2.5526123046875,0.12,2.510986328125,0.113,2.84130859375,0.082,2.0362548828125,0.232,2.412353515625,0.135,3.1412353515625,0.051,3.1673583984375,0.059,2.26953125,0.174,1.990966796875,0.268,2.2666015625,0.164,2.742919921875,0.102,2.2744140625,0.181,2.48499755859375,0.15315000000000004,0.8148546423243499,0.39532596639338174
ZNF454:P1P2,568,targeting,5.2906494140625,0.047,4.3857421875,0.089,5.7725830078125,0.024,5.6947021484375,0.024,5.7723388671875,0.022,6.0003662109375,0.019,4.708984375,0.046,4.3818359375,0.087,5.592529296875,0.023,6.4854736328125,0.014,5.1619873046875,0.051,5.060302734375,0.04,4.7867431640625,0.066,6.1650390625,0.014,5.580810546875,0.037,5.8670654296875,0.028,4.6029052734375,0.062,5.061279296875,0.041,3.9527587890625,0.135,4.5711669921875,0.06,5.24476318359375,0.046450000000000005,1.3329207945357833,0.7197258833054834
ZNF782:P1P2,415,targeting,12.6318359375,0.002,13.7896728515625,0.001,11.628173828125,0.002,12.5511474609375,0.001,13.662841796875,0.001,11.00537109375,0.002,9.7850341796875,0.005,13.0518798828125,0.0,12.6866455078125,0.0,13.45166015625,0.0,12.74560546875,0.0,13.0313720703125,0.0,9.332763671875,0.007,9.7667236328125,0.001,17.5548095703125,0.0,9.77294921875,0.003,9.177978515625,0.006,12.1829833984375,0.0,12.13232421875,0.0,10.467041015625,0.002,12.020440673828125,0.00165,2.779891911959945,1.0799203893558853
AHR:P1P2,1500,targeting,1.775634765625,0.208,1.6458740234375,0.289,2.6910400390625,0.055,2.224365234375,0.084,2.2330322265625,0.087,2.9468994140625,0.031,2.145751953125,0.084,1.9256591796875,0.159,2.162841796875,0.101,3.0604248046875,0.028,1.717041015625,0.208,2.12841796875,0.102,2.4727783203125,0.048,2.8865966796875,0.027,2.705078125,0.046,2.7825927734375,0.035,2.5684814453125,0.047,2.806396484375,0.034,1.4805908203125,0.357,2.4881591796875,0.048,2.3423828125,0.10390000000000002,0.983342655177798,0.3696578727048888
ZSCAN10:P1P2,207,targeting,102.3251953125,0.0,102.9613037109375,0.0,98.06884765625,0.0,101.8814697265625,0.0,95.2274169921875,0.0,106.089599609375,0.0,107.2362060546875,0.0,108.5657958984375,0.0,101.1759033203125,0.0,101.49462890625,0.0,106.615234375,0.0,101.8560791015625,0.0,111.310546875,0.0,105.5247802734375,0.0,96.1253662109375,0.0,101.417724609375,0.0,114.529541015625,0.0,98.4105224609375,0.0,108.232421875,0.0,112.563232421875,0.0,104.0805908203125,0.0,5.0,2.0173697488616895
ZNF30:P1P2,884,targeting,2.2196044921875,0.268,1.6923828125,0.534,2.4112548828125,0.235,2.23828125,0.232,2.2071533203125,0.228,2.2164306640625,0.24,1.61962890625,0.523,1.6005859375,0.573,2.02978515625,0.326,2.5267333984375,0.141,1.7860107421875,0.463,1.778564453125,0.41,2.1253662109375,0.266,2.716064453125,0.129,2.42041015625,0.209,2.5638427734375,0.155,1.9398193359375,0.338,2.240478515625,0.236,1.9200439453125,0.408,2.0079345703125,0.301,2.113018798828125,0.31074999999999997,0.5075748872239135,0.32490336084360705
MKX:P2,484,targeting,5.310302734375,0.107,5.5462646484375,0.094,5.228759765625,0.119,6.0931396484375,0.068,6.532470703125,0.031,5.3701171875,0.085,5.3096923828125,0.1,5.5340576171875,0.101,5.3948974609375,0.125,5.63525390625,0.084,5.601318359375,0.091,6.2049560546875,0.049,4.77734375,0.169,4.8665771484375,0.158,6.9993896484375,0.04,4.8447265625,0.162,4.55712890625,0.172,5.4122314453125,0.1,4.41552734375,0.265,4.58203125,0.206,5.410809326171875,0.11629999999999999,0.9343829442731276,0.7332622299129098
PRKRIP1:P1,353,targeting,4.2481689453125,0.326,3.657470703125,0.462,4.2115478515625,0.337,4.924560546875,0.201,4.9693603515625,0.19,5.2125244140625,0.161,5.90673828125,0.117,4.83447265625,0.267,4.070068359375,0.345,4.3748779296875,0.303,4.5069580078125,0.259,5.343505859375,0.142,6.1114501953125,0.105,5.807861328125,0.116,4.3603515625,0.33,4.5079345703125,0.26,6.470458984375,0.076,4.605712890625,0.222,4.0621337890625,0.396,5.4898681640625,0.166,4.88380126953125,0.23904999999999998,0.6214930848316765,0.6887579834256001
OR1M1,583,negative control,1.1185302734375,0.98,1.6448974609375,0.856,2.6973876953125,0.398,1.674072265625,0.817,2.3905029296875,0.475,1.4205322265625,0.894,1.940673828125,0.646,0.9635009765625,0.991,1.5333251953125,0.881,2.2657470703125,0.552,1.1795654296875,0.972,2.0531005859375,0.634,1.933837890625,0.695,2.0191650390625,0.635,2.20654296875,0.592,2.2547607421875,0.505,1.873291015625,0.705,2.990234375,0.258,1.259521484375,0.97,2.1485595703125,0.575,1.878387451171875,0.70155,0.15393518058058436,0.27378517821263687
OR51E2,475,negative control,2.5626220703125,0.572,2.7611083984375,0.484,1.4520263671875,0.961,2.6585693359375,0.515,1.93017578125,0.799,2.433349609375,0.595,2.463134765625,0.594,3.3890380859375,0.332,1.9833984375,0.81,1.8109130859375,0.871,2.7867431640625,0.497,2.485595703125,0.557,2.6575927734375,0.528,2.43408203125,0.565,2.9884033203125,0.432,1.8077392578125,0.869,2.7313232421875,0.495,2.5009765625,0.581,3.8433837890625,0.255,3.1131591796875,0.362,2.539666748046875,0.5837000000000001,0.23380286638211756,0.4047767327697322
TPRX1:ENST00000535759.1,144,targeting,16.62158203125,0.041,14.4180908203125,0.094,15.40380859375,0.068,16.8717041015625,0.042,15.716796875,0.047,17.868896484375,0.042,17.2242431640625,0.038,16.1800537109375,0.038,15.7874755859375,0.054,15.706298828125,0.053,16.391357421875,0.06,14.9217529296875,0.065,17.774658203125,0.039,17.9266357421875,0.033,10.6917724609375,0.278,17.700439453125,0.04,18.98388671875,0.028,14.7469482421875,0.068,15.680908203125,0.067,17.8433837890625,0.029,16.22303466796875,0.0612,1.2131776205008127,1.2101320962548652
SIX3:P1P2,458,targeting,4.975341796875,0.102,4.6536865234375,0.16,4.109375,0.198,5.1715087890625,0.079,4.054931640625,0.187,5.63037109375,0.04,6.4151611328125,0.03,5.3607177734375,0.079,4.3155517578125,0.176,4.281982421875,0.152,5.8421630859375,0.048,4.8121337890625,0.097,7.019287109375,0.024,5.8902587890625,0.052,3.2086181640625,0.385,4.96044921875,0.085,7.5880126953125,0.02,4.2708740234375,0.172,5.60791015625,0.072,6.70947265625,0.024,5.243890380859375,0.1091,0.9621354442256257,0.7196536045501838
ATOH8:P1P2,638,targeting,7.90185546875,0.001,7.579833984375,0.005,8.7730712890625,0.001,8.546875,0.003,8.9901123046875,0.001,8.1505126953125,0.003,6.873046875,0.011,6.755615234375,0.013,7.99169921875,0.002,8.3800048828125,0.004,7.5706787109375,0.002,7.738037109375,0.001,6.7681884765625,0.008,8.3460693359375,0.002,9.923095703125,0.0,7.8736572265625,0.002,5.6573486328125,0.024,8.11962890625,0.0,6.7862548828125,0.008,6.0511474609375,0.013,7.738836669921875,0.0052,2.283162276700476,0.8886756808630604
ZNF615:P1P2,520,targeting,4.9217529296875,0.063,5.2841796875,0.059,4.2794189453125,0.115,5.467041015625,0.039,5.5147705078125,0.045,3.9852294921875,0.11,3.9130859375,0.13,5.150390625,0.056,4.86279296875,0.067,4.5728759765625,0.071,5.0762939453125,0.044,4.933349609375,0.054,3.1263427734375,0.28,3.368408203125,0.248,6.77685546875,0.019,3.6116943359375,0.189,3.0621337890625,0.287,4.320556640625,0.105,4.8045654296875,0.08,3.2757568359375,0.243,4.515374755859375,0.1152,0.9385098233751846,0.6546938006401465
THAP1:P1P2,100,targeting,14.631591796875,0.257,16.1934814453125,0.194,14.67431640625,0.244,14.6190185546875,0.237,15.199462890625,0.218,14.40771484375,0.234,13.1082763671875,0.278,15.8206787109375,0.198,15.4051513671875,0.212,16.517333984375,0.156,14.358642578125,0.262,16.6309814453125,0.157,12.678955078125,0.337,13.2406005859375,0.31,19.9925537109375,0.106,13.0078125,0.289,11.83447265625,0.373,15.2740478515625,0.195,14.3125,0.29,14.00927734375,0.265,14.795843505859375,0.2406,0.6186863268940579,1.170139729178829
EMX1:P1,280,targeting,6.7969970703125,0.177,5.9412841796875,0.256,7.6324462890625,0.112,8.682861328125,0.061,8.1168212890625,0.077,7.196044921875,0.126,6.7532958984375,0.143,6.1865234375,0.212,7.352783203125,0.106,7.5899658203125,0.084,6.13818359375,0.214,7.582275390625,0.075,6.2430419921875,0.161,7.11376953125,0.095,7.9130859375,0.082,6.9595947265625,0.122,6.1744384765625,0.187,7.525146484375,0.087,5.3045654296875,0.315,6.2447509765625,0.167,6.972393798828125,0.14295,0.8447854605024122,0.8433819079600772
CTBP2:P1P2,478,targeting,7.3424072265625,0.016,6.413818359375,0.034,6.8699951171875,0.021,7.796875,0.007,5.5772705078125,0.063,8.7359619140625,0.005,9.139404296875,0.006,8.362060546875,0.005,7.2978515625,0.014,7.2484130859375,0.014,7.8975830078125,0.012,7.208251953125,0.011,9.9090576171875,0.001,9.26953125,0.003,4.694091796875,0.118,8.1553955078125,0.005,10.9366455078125,0.001,6.8876953125,0.019,8.0384521484375,0.007,10.1331787109375,0.001,7.895697021484375,0.018150000000000006,1.7408841558149335,0.8973904749678101
GATAD2A:P2,122,targeting,22.562744140625,0.02,21.5040283203125,0.033,24.7197265625,0.025,25.0858154296875,0.015,25.222900390625,0.015,24.632080078125,0.015,21.8990478515625,0.027,21.0098876953125,0.045,23.1444091796875,0.019,23.816162109375,0.016,21.671142578125,0.032,23.2889404296875,0.016,20.954345703125,0.031,22.6829833984375,0.03,25.4046630859375,0.017,23.424072265625,0.012,19.661865234375,0.04,23.4947509765625,0.01,20.053466796875,0.041,19.225830078125,0.055,22.672943115234375,0.025700000000000008,1.5898979233571393,1.355507898412525
ZNF347:P1P2,682,targeting,1.383056640625,0.851,1.6942138671875,0.688,1.73876953125,0.649,1.2821044921875,0.869,1.71044921875,0.624,1.369384765625,0.817,1.0008544921875,0.963,1.5780029296875,0.724,1.5623779296875,0.715,1.962890625,0.499,1.778564453125,0.599,1.1669921875,0.911,1.18603515625,0.91,1.3116455078125,0.853,2.3685302734375,0.342,1.709228515625,0.644,1.10546875,0.933,1.7325439453125,0.657,1.4967041015625,0.812,1.180908203125,0.924,1.515936279296875,0.7491999999999999,0.12539643455916633,0.1806809465919743
TAF5:P1P2,414,targeting,8.2269287109375,0.029,8.83056640625,0.01,9.6468505859375,0.002,10.026123046875,0.005,8.1497802734375,0.013,9.5484619140625,0.003,8.6201171875,0.008,9.069091796875,0.015,9.3779296875,0.011,10.1832275390625,0.007,8.5606689453125,0.014,10.62109375,0.001,8.4725341796875,0.012,8.240966796875,0.014,12.32470703125,0.0,8.0167236328125,0.01,8.0206298828125,0.014,10.045654296875,0.007,8.7625732421875,0.007,9.905517578125,0.002,9.23250732421875,0.009200000000000003,2.035740369803151,0.9653196608522907
ZBTB44:P1P2,41,targeting,24.6959228515625,0.517,24.95703125,0.545,25.0743408203125,0.525,27.310546875,0.398,25.0941162109375,0.449,23.8619384765625,0.509,25.816650390625,0.448,24.4638671875,0.586,24.458984375,0.523,22.9329833984375,0.606,26.0299072265625,0.486,26.005615234375,0.42,23.8250732421875,0.555,23.932861328125,0.542,27.45556640625,0.447,22.4986572265625,0.602,22.9918212890625,0.569,23.4013671875,0.579,25.0635986328125,0.577,23.7183837890625,0.549,24.679461669921874,0.5216000000000001,0.28265409115805995,1.3923356822521193
MYT1:P1P2,634,targeting,1.648681640625,0.772,2.0194091796875,0.602,2.68212890625,0.298,1.7669677734375,0.671,2.78369140625,0.263,2.275390625,0.415,2.6146240234375,0.306,1.5279541015625,0.837,1.8875732421875,0.639,1.97265625,0.595,2.132568359375,0.517,2.0958251953125,0.502,2.243896484375,0.448,2.0985107421875,0.477,2.5323486328125,0.386,2.67236328125,0.277,2.083740234375,0.513,2.83837890625,0.243,1.36669921875,0.901,2.117431640625,0.502,2.1680419921875,0.5082000000000001,0.2939567936302167,0.33606768967386763
LMO1:P1,1060,targeting,1.8792724609375,0.309,2.3421630859375,0.169,3.6817626953125,0.021,2.831787109375,0.058,3.54296875,0.022,2.9779052734375,0.061,2.8123779296875,0.067,2.3291015625,0.182,2.863525390625,0.072,3.5557861328125,0.029,1.5758056640625,0.479,3.4578857421875,0.025,2.1907958984375,0.206,3.08154296875,0.045,4.7064208984375,0.007,3.3997802734375,0.037,1.890869140625,0.282,4.561279296875,0.008,1.8719482421875,0.349,2.909423828125,0.071,2.9231201171875,0.12494999999999996,0.903228983466775,0.46584666180283085
CREB1:P1P2,496,targeting,10.634521484375,0.0,9.8494873046875,0.002,9.083984375,0.003,10.7330322265625,0.0,7.99951171875,0.006,10.8934326171875,0.003,11.345947265625,0.001,11.6268310546875,0.0,9.5628662109375,0.002,8.66845703125,0.005,11.53173828125,0.0,9.6014404296875,0.001,13.36962890625,0.0,12.1446533203125,0.001,7.2222900390625,0.022,10.365478515625,0.0,13.95849609375,0.0,8.4232177734375,0.006,12.009521484375,0.0,12.799072265625,0.0,10.591180419921875,0.0026,2.583359492661719,1.024944366272653
NFATC1:P1,1200,targeting,2.218505859375,0.138,2.3817138671875,0.118,3.01318359375,0.049,2.88037109375,0.053,3.673095703125,0.022,2.3988037109375,0.086,2.310791015625,0.132,2.3367919921875,0.132,2.5074462890625,0.083,2.8837890625,0.049,2.243896484375,0.154,3.0126953125,0.039,1.8310546875,0.233,2.509521484375,0.087,4.0904541015625,0.008,2.854248046875,0.048,1.413818359375,0.474,3.011474609375,0.035,1.7564697265625,0.3,1.79541015625,0.245,2.5561767578125,0.12425,0.9056686507229038,0.40759088168058016
BLZF1:P1P2,661,targeting,2.16162109375,0.472,1.8570556640625,0.635,0.97265625,0.985,1.4073486328125,0.855,1.728759765625,0.665,1.80419921875,0.635,1.3809814453125,0.848,2.4241943359375,0.369,1.5418701171875,0.804,1.626708984375,0.728,2.3251953125,0.435,1.2777099609375,0.88,1.74267578125,0.656,1.9276123046875,0.565,1.8380126953125,0.688,1.5712890625,0.758,1.75439453125,0.671,0.9718017578125,0.974,2.013671875,0.584,1.63916015625,0.721,1.698345947265625,0.6964,0.1571350013203039,0.23002615922092545
GATA2:P2,610,targeting,2.8052978515625,0.32,2.4317626953125,0.441,1.83349609375,0.767,2.5841064453125,0.36,2.80810546875,0.303,2.8309326171875,0.263,2.7047119140625,0.326,2.7564697265625,0.327,2.4176025390625,0.435,2.7705078125,0.341,2.9619140625,0.275,2.5635986328125,0.39,2.60986328125,0.361,2.8397216796875,0.271,2.7103271484375,0.345,2.5469970703125,0.38,2.4638671875,0.387,2.2430419921875,0.465,2.17333984375,0.593,2.4779052734375,0.424,2.576678466796875,0.3887,0.41037428651317664,0.41106022809375975
TCF15:P1P2,809,targeting,2.2845458984375,0.276,2.1522216796875,0.344,1.78857421875,0.478,1.6131591796875,0.601,1.78955078125,0.489,1.824951171875,0.452,1.999267578125,0.391,1.8192138671875,0.511,1.6239013671875,0.595,1.56640625,0.625,2.5205078125,0.218,1.1024169921875,0.868,2.38134765625,0.233,2.6661376953125,0.163,1.4200439453125,0.71,2.303955078125,0.269,2.5552978515625,0.189,1.8111572265625,0.429,2.32470703125,0.293,2.680908203125,0.178,2.01141357421875,0.4156000000000001,0.3813140114214752,0.3035013766804548
ZNF280D:P1P2,1086,targeting,5.5599365234375,0.004,5.10107421875,0.003,4.8712158203125,0.007,5.36474609375,0.004,4.8128662109375,0.01,5.71337890625,0.002,7.048828125,0.0,6.437255859375,0.002,5.09033203125,0.006,4.8565673828125,0.007,6.3138427734375,0.0,5.1629638671875,0.006,7.9114990234375,0.0,6.638427734375,0.0,3.96533203125,0.014,6.12109375,0.0,8.0272216796875,0.0,5.0185546875,0.006,6.3126220703125,0.0,7.1851806640625,0.002,5.87564697265625,0.0036500000000000005,2.4365189146055894,0.7690556941241468
ZNF282:P1P2,789,targeting,2.83154296875,0.16,2.0179443359375,0.42,3.620361328125,0.059,3.4576416015625,0.077,2.563232421875,0.197,3.802978515625,0.04,3.0198974609375,0.109,2.1861572265625,0.339,3.0985107421875,0.117,3.437744140625,0.07,2.703369140625,0.185,2.8773193359375,0.131,3.1904296875,0.083,3.7237548828125,0.06,2.8577880859375,0.153,3.525146484375,0.054,3.119873046875,0.102,3.0635986328125,0.12,2.366455078125,0.333,3.008056640625,0.114,3.023590087890625,0.14615,0.8351714656555186,0.48052291294226446
ZNF469:ENST00000437464.1,496,targeting,3.1029052734375,0.362,2.98046875,0.403,4.4403076171875,0.114,4.122802734375,0.135,3.6009521484375,0.184,4.1885986328125,0.123,3.318115234375,0.277,2.8134765625,0.461,3.0740966796875,0.338,3.5081787109375,0.231,2.4320068359375,0.533,3.2183837890625,0.265,3.3172607421875,0.286,3.9757080078125,0.152,3.701904296875,0.213,4.33447265625,0.112,3.1773681640625,0.299,4.758544921875,0.094,3.0052490234375,0.396,3.3287353515625,0.282,3.519976806640625,0.263,0.5800277387260001,0.546539801892569
ZNF570:P1,464,targeting,3.05908203125,0.433,3.4544677734375,0.294,3.119384765625,0.407,2.9398193359375,0.396,3.112060546875,0.361,3.50732421875,0.264,2.9544677734375,0.382,4.1668701171875,0.188,3.7735595703125,0.228,4.612060546875,0.118,3.052734375,0.414,3.9830322265625,0.178,3.10107421875,0.366,2.9388427734375,0.384,5.7215576171875,0.064,3.20166015625,0.341,2.97412109375,0.413,3.8492431640625,0.198,3.47021484375,0.306,3.76611328125,0.226,3.537884521484375,0.29805000000000004,0.5256963028834394,0.5487436531919647
RLF:P1P2,172,targeting,23.3519287109375,0.003,26.6651611328125,0.002,26.5599365234375,0.0,22.339599609375,0.003,25.6263427734375,0.002,23.4981689453125,0.002,23.495361328125,0.001,24.26123046875,0.002,25.268798828125,0.001,26.3719482421875,0.0,23.3475341796875,0.004,26.425048828125,0.0,22.1700439453125,0.005,22.98291015625,0.002,31.287109375,0.0,25.0147705078125,0.002,21.2105712890625,0.002,27.02294921875,0.001,22.9979248046875,0.006,24.2952880859375,0.004,24.70963134765625,0.0021000000000000003,2.6757175447023074,1.3928662660466382
ZNF485:P1P2,491,targeting,4.0992431640625,0.139,4.35693359375,0.146,5.3038330078125,0.063,4.888427734375,0.074,4.9947509765625,0.073,4.8699951171875,0.069,3.23193359375,0.293,3.563720703125,0.228,4.491943359375,0.082,5.1693115234375,0.062,3.9224853515625,0.194,3.858154296875,0.148,3.3187255859375,0.264,4.109375,0.129,6.0341796875,0.035,4.4371337890625,0.132,3.0137939453125,0.334,5.14794921875,0.06,3.3431396484375,0.276,3.3446044921875,0.28,4.274981689453125,0.15405000000000002,0.8123101064748159,0.630934258903607
TCF20:P1P2,433,targeting,4.0528564453125,0.246,4.150390625,0.226,4.5806884765625,0.169,4.981689453125,0.101,4.7440185546875,0.135,4.7030029296875,0.114,4.274169921875,0.165,3.609130859375,0.308,4.0120849609375,0.23,4.4315185546875,0.147,3.9132080078125,0.262,5.06396484375,0.099,3.8336181640625,0.232,4.110107421875,0.205,5.802734375,0.07,3.5911865234375,0.284,3.5516357421875,0.286,5.078125,0.103,3.1168212890625,0.463,4.0242919921875,0.229,4.28126220703125,0.2037,0.6909876512245731,0.6315718271287646
OR4A5,435,negative control,4.8289794921875,0.129,4.7286376953125,0.128,3.6136474609375,0.333,5.0595703125,0.108,3.9002685546875,0.209,3.9937744140625,0.202,2.3953857421875,0.702,4.1627197265625,0.227,4.3240966796875,0.164,3.7347412109375,0.265,4.4927978515625,0.193,3.797607421875,0.264,3.3092041015625,0.381,3.4329833984375,0.321,5.9246826171875,0.068,2.8917236328125,0.527,3.16064453125,0.419,3.2117919921875,0.381,4.1048583984375,0.238,2.63427734375,0.625,3.88511962890625,0.2942,0.531342569980306,0.5894043959487676
THAP11:P1P2,150,targeting,16.787109375,0.04,17.1605224609375,0.037,17.528564453125,0.037,17.5601806640625,0.026,18.435791015625,0.03,17.25341796875,0.026,15.8189697265625,0.038,16.3289794921875,0.044,17.4703369140625,0.034,18.90478515625,0.018,15.918701171875,0.052,18.9583740234375,0.021,15.7919921875,0.037,16.3763427734375,0.041,22.2342529296875,0.008,16.63134765625,0.045,14.054443359375,0.056,18.0501708984375,0.021,15.729248046875,0.058,15.633544921875,0.059,17.131353759765624,0.0364,1.4387793210660562,1.2337916832904143
ZNF559:P1P2,514,targeting,3.749267578125,0.193,3.7010498046875,0.201,2.99609375,0.367,3.9151611328125,0.181,3.097412109375,0.284,4.0361328125,0.148,2.8468017578125,0.368,4.1827392578125,0.094,3.8226318359375,0.162,4.25634765625,0.122,3.919189453125,0.19,3.5250244140625,0.211,3.17138671875,0.293,4.0369873046875,0.133,4.5089111328125,0.097,2.573974609375,0.466,3.29052734375,0.248,3.4271240234375,0.24,3.7109375,0.218,3.74658203125,0.167,3.625714111328125,0.21915,0.6592387082373278,0.5593935568561452
PLEKHA5:P1P2,60,targeting,40.8560791015625,0.05,36.8740234375,0.068,37.6624755859375,0.064,42.845458984375,0.026,36.8817138671875,0.048,43.7545166015625,0.028,44.329833984375,0.019,41.784423828125,0.039,39.127685546875,0.043,38.6822509765625,0.036,41.7054443359375,0.028,40.184814453125,0.025,45.6507568359375,0.012,43.513671875,0.02,31.88525390625,0.131,40.9349365234375,0.029,47.1246337890625,0.016,36.57421875,0.038,41.2869873046875,0.049,43.5635986328125,0.025,40.761138916015625,0.039700000000000006,1.401100112936117,1.6102463102222853
NR1H3:P2,183,targeting,4.6146240234375,0.793,3.972412109375,0.874,5.0938720703125,0.691,5.009521484375,0.71,5.0001220703125,0.686,5.3597412109375,0.61,4.6455078125,0.733,4.831298828125,0.759,4.838623046875,0.712,5.9666748046875,0.545,4.5213623046875,0.769,5.10546875,0.644,4.9940185546875,0.677,5.537109375,0.556,6.182373046875,0.538,5.1124267578125,0.647,4.6199951171875,0.743,5.34033203125,0.636,4.5533447265625,0.824,5.3331298828125,0.632,5.031597900390625,0.68895,0.1618059918566069,0.7017059272267404
FOXO3:P2,947,targeting,1.5689697265625,0.547,1.695068359375,0.457,1.4869384765625,0.608,1.388916015625,0.633,1.9761962890625,0.283,1.6451416015625,0.453,1.178466796875,0.757,1.531494140625,0.596,1.616943359375,0.52,2.2138671875,0.237,1.6241455078125,0.496,1.7720947265625,0.387,1.1934814453125,0.746,1.39404296875,0.627,2.97119140625,0.07,1.4100341796875,0.601,1.025390625,0.877,1.90673828125,0.326,1.1492919921875,0.837,1.6680908203125,0.43,1.6208251953125,0.5244000000000001,0.28032903532022396,0.20973617906515718
PATZ1:P1,217,targeting,25.21044921875,0.031,24.3719482421875,0.033,25.813720703125,0.024,27.0484619140625,0.009,25.804931640625,0.021,26.258544921875,0.013,26.2840576171875,0.025,25.1873779296875,0.027,25.0726318359375,0.031,24.76171875,0.022,25.1357421875,0.035,25.3741455078125,0.029,26.06005859375,0.015,26.2391357421875,0.013,22.5284423828125,0.076,25.527587890625,0.02,26.803955078125,0.013,25.174072265625,0.023,23.672119140625,0.043,25.880126953125,0.024,25.41046142578125,0.026350000000000005,1.5790545940780276,1.405012551427824
TBX6:P1P2,1030,targeting,7.925537109375,0.0,6.0009765625,0.001,6.8355712890625,0.0,8.2000732421875,0.001,6.2147216796875,0.001,8.1483154296875,0.0,8.329833984375,0.0,7.444091796875,0.002,6.697509765625,0.0,6.1480712890625,0.002,8.2625732421875,0.0,6.06787109375,0.001,9.478271484375,0.0,9.15966796875,0.0,4.064453125,0.015,8.1015625,0.0,9.2047119140625,0.0,5.988037109375,0.003,8.2288818359375,0.0,8.1846923828125,0.0,7.434271240234375,0.0013,2.8827287043442356,0.8712384023324935
SETD1A:P1P2,25,targeting,61.6746826171875,0.19,58.010009765625,0.28,59.2874755859375,0.221,58.563720703125,0.193,56.7247314453125,0.23,61.7425537109375,0.159,56.02294921875,0.245,56.283447265625,0.26,59.996826171875,0.202,61.6468505859375,0.181,59.8092041015625,0.219,56.428466796875,0.23,60.5103759765625,0.171,64.55908203125,0.134,59.32958984375,0.241,60.5706787109375,0.189,57.2525634765625,0.235,56.43603515625,0.241,60.1405029296875,0.232,56.7030029296875,0.242,59.08463745117187,0.21475,0.6680466047087998,1.7714745750016845
ZNF217:P1,553,targeting,2.7696533203125,0.419,2.967529296875,0.322,3.2252197265625,0.246,2.132080078125,0.604,3.254150390625,0.203,2.1265869140625,0.607,2.299560546875,0.499,2.426513671875,0.492,3.2138671875,0.239,3.8616943359375,0.133,2.6763916015625,0.386,2.908447265625,0.286,1.9017333984375,0.683,2.971435546875,0.304,4.9154052734375,0.058,3.1976318359375,0.24,1.9652099609375,0.663,3.651611328125,0.145,2.5001220703125,0.47,2.794921875,0.347,2.88798828125,0.3672999999999999,0.43496724784392427,0.4605954266404043
ZNF785:P1P2,442,targeting,7.42626953125,0.018,8.0380859375,0.02,6.4658203125,0.031,7.6934814453125,0.011,7.228515625,0.027,7.12451171875,0.024,5.6759033203125,0.056,7.7210693359375,0.019,7.2225341796875,0.029,8.280517578125,0.009,7.68115234375,0.013,7.7391357421875,0.021,6.226318359375,0.035,5.6666259765625,0.053,10.6268310546875,0.002,4.993408203125,0.086,6.14697265625,0.041,6.7032470703125,0.016,7.412353515625,0.021,6.449951171875,0.035,7.12613525390625,0.028350000000000004,1.5472937734889711,0.8528540609939043
ZNF623:P1P2,1436,targeting,1.8531494140625,0.18,1.399658203125,0.394,2.1900634765625,0.089,2.3551025390625,0.075,1.59423828125,0.238,2.2503662109375,0.087,1.55859375,0.289,1.367919921875,0.414,1.54052734375,0.317,1.5479736328125,0.285,1.9798583984375,0.163,1.30224609375,0.42,2.09521484375,0.104,2.146484375,0.108,1.5244140625,0.33,2.0382080078125,0.119,1.9061279296875,0.161,1.9857177734375,0.132,1.8182373046875,0.208,1.770751953125,0.206,1.81124267578125,0.21595000000000003,0.665626681200795,0.25797664230298883
OR2M2,440,negative control,6.1473388671875,0.053,7.735595703125,0.023,7.5914306640625,0.025,5.7816162109375,0.067,8.560546875,0.011,6.3846435546875,0.036,6.249267578125,0.049,6.297607421875,0.051,7.77978515625,0.018,8.4615478515625,0.005,5.743408203125,0.083,8.249755859375,0.01,5.4482421875,0.075,6.4705810546875,0.043,12.267578125,0.003,7.217529296875,0.02,5.2138671875,0.084,8.79296875,0.003,6.867431640625,0.024,6.93115234375,0.018,7.2095947265625,0.035050000000000005,1.455188088242224,0.8579108523803929
ZC3H11A:P1P2,73,targeting,13.587890625,0.59,13.443359375,0.612,15.182373046875,0.466,15.7325439453125,0.448,16.884033203125,0.323,14.90087890625,0.429,15.8917236328125,0.402,14.2950439453125,0.572,14.0714111328125,0.526,14.245849609375,0.55,15.98388671875,0.415,14.6053466796875,0.46,14.60693359375,0.455,14.1219482421875,0.486,13.5721435546875,0.617,14.95263671875,0.411,15.22265625,0.412,12.8538818359375,0.577,12.315673828125,0.711,12.659423828125,0.609,14.45648193359375,0.5035499999999999,0.2979487751273533,1.1600626178049265
